playername,mvpr,marketvaluepound,season,age,lgrank,MP,starts,min,goal,assist,sh,sot,sotp,gsh,cmp,cmpp,crs,int,block,sca,passlive,drib,gca,gcapasslive,tkl,press,pressp,touches,succp,targ,rec,recp,miscon,fls,recov,aerialwonp
Ángel Rodríguez,"2,718,944",2700000,2019,31,5th,37,20,"1,819",8,3,66,25,37.9,0,242,64.2,27,11,22,40,23,4,7,4,13,390,21.5,654,50,1017,498,49,63,42,77,30
Ángel Rodríguez,"5,443,326",5400000,2020,32,8th,32,9,"1,407",10,3,49,23,46.9,1,197,62.5,25,7,16,35,23,3,6,3,15,301,26.6,555,57.7,862,415,48.1,65,52,73,22.9
Ante Budimir,"2,700,000",2700000,2016,24,2nd,40,36,"3,231",16,1,10,6,60,0,,,2,,,,,,,,,,,,,,,,,17,,
Ante Budimir,"1,353,645",1350000,2017,25,10th,11,2,313,0,0,32,18,56.3,0,256,65.5,3,3,17,40,25,3,3,0,25,532,25.8,678,44,942,478,50.7,74,41,80,46
Ante Budimir,"1,357,029",1350000,2018,26,18th,22,17,"1,588",6,0,,,,2,,,,,,,,,,,,,,,,,,,,,,
Ante Rebić,"2,256,075",2250000,2017,22,11th,24,16,"1,405",2,2,31.8,2.82,0.05,0,,,39,,,,,,,,,,,,,,,,,56,,
Ante Rebić,"27,140,582",27000000,2018,23,8th,25,21,"1,751",6,2,53.5,2.21,0.14,0,264,54.8,35,20,,51,33,5,6,4,34,470,31.5,815,57.1,990,576,58.2,69,56,123,28.2
Ante Rebić,"27,140,582",27000000,2018,23,8th,25,21,"1,751",6,2,53.5,2.21,0.14,0,264,54.8,35,20,,51,33,5,6,4,34,470,31.5,815,57.1,990,576,58.2,69,56,123,28.2
Ante Rebić,"36,252,580",36000000,2019,24,7th,28,23,"1,978",9,4,46.7,2.73,0.15,0,311,56.2,45,30,,80,52,14,10,6,26,402,27.6,900,51.6,1195,687,57.5,77,47,116,40
Ante Rebić,"36,252,580",36000000,2019,24,7th,28,23,"1,978",9,4,46.7,2.73,0.15,0,311,56.2,45,30,,80,52,14,10,6,26,402,27.6,900,51.6,1195,687,57.5,77,47,116,40
Ante Rebić,"21,773,304",21600000,2020,25,6th,27,16,"1,485",11,3,47.6,2.71,0.26,0,277,61.6,46,7,,62,47,6,9,3,20,344,25.2,680,58.2,694,509,74.8,53,32,80,41.9
Ante Rebić,"21,773,304",21600000,2020,25,6th,27,16,"1,485",11,3,47.6,2.71,0.26,0,277,61.6,46,7,,62,47,6,9,3,20,344,25.2,680,58.2,694,509,74.8,53,32,80,41.9
Anthony Gordon,"4,536,105",4500000,2020,18,12th,11,4,440,0,1,6,1,16.7,0,97,78.2,8,1,,9,7,0,1,1,7,120,20,195,47.4,163,132,81,7,9,23,0
Anthony Limbombe,"300,810",300000,2017,22,2nd,22,12,"1,157",0,5,0,7,,0,,,0,,,,,,,,,,,,,,,,,,,
Anthony Limbombe,"9,046,861",9000000,2018,23,1st,32,29,"2,590",6,6,0,29,,0,,,0,,,,,,,,,,,,,,,,,37,,
Anthony Limbombe,"8,056,129",8000000,2019,24,12th,29,12,"1,237",1,1,43,12,27.9,0,333,71.5,42,15,21,57,41,5,5,4,14,155,28.4,638,69.2,701,482,68.8,29,6,91,45
Anthony Martial,"58,804,595",58500000,2018,21,2nd,30,18,"1,582",9,5,49,15,30.6,0.16,610,77.9,49,24,,69,53,8,14,11,13,164,28.7,1037,51.8,1022,841,82.3,42,17,117,44
Anthony Martial,"54,378,871",54000000,2019,22,6th,27,18,"1,621",10,2,37,22,59.5,0.24,575,76.5,33,32,,67,51,7,11,6,19,207,25.6,978,54.4,1024,812,79.3,42,14,84,56.7
Anthony Martial,"52,618,817",52200000,2020,23,3rd,32,31,"2,624",17,6,79,38,48.1,0.22,575,79.8,11,14,,92,72,12,18,13,15,379,28.5,1074,61.5,1399,897,64.1,66,28,76,25.6
Anthony Modeste,"18,048,600",18000000,2017,28,5th,34,34,"2,971",25,2,39.6,3.06,0.22,3,,,13,,,,,,,,,,,,,,,,,46,,
Anthony Modeste,"14,474,977",14400000,2018,29,9th,12,10,953,4,0,41.9,2.93,0.1,1,,,3,,,,,,,,,,,,,,,,,14,,
Anthony Modeste,"3,625,258",3600000,2019,30,1st,10,3,372,6,0,38.9,4.35,0.28,1,,,1,,,,,,,,,,,,,,,,,9,,
Anthony Modeste,"2,903,107",2880000,2020,31,14th,27,11,"1,138",4,1,29.4,2.69,0.12,0,132,55.5,6,6,,13,7,2,2,1,10,231,22.5,367,90,486,253,52.1,31,25,37,51.7
Anthony Ujah,"1,809,372",1800000,2018,26,14th,11,2,205,0,0,25,3.51,0,0,22,46.8,2,2,,7,5,0,0,0,4,59,35.6,74,,106,50,47.2,8,4,12,48.3
Anthony Ujah,"1,359,472",1350000,2019,27,12th,22,6,735,4,0,39.3,3.43,0.14,0,123,68.3,4,6,,20,16,0,0,0,3,171,20.5,272,70,378,202,53.4,16,15,34,44.3
Anthony Ujah,"1,088,665",1080000,2020,28,11th,24,10,949,3,2,33.3,1.71,0.17,0,162,61.4,7,4,,16,14,0,5,3,8,169,23.1,369,61.1,521,266,51.1,29,20,51,47.2
Antoine Griezmann,"72,194,400",72000000,2017,25,3rd,36,36,"3,039",16,8,88,44,50,0,,,25,,,,,,,,,,,,,,,,,28,,
Antoine Griezmann,"135,702,911",135000000,2018,26,2nd,32,30,"2,509",19,9,73,38,52.1,2,815,76.3,41,29,42,91,62,11,19,14,30,613,22.5,1335,63.5,1445,1007,69.7,39,22,156,23.7
Antoine Griezmann,"108,757,741",108000000,2019,27,2nd,37,37,"3,198",15,8,110,45,40.9,3,1136,75.2,101,46,53,127,88,7,16,9,40,753,20.5,1867,59.3,1953,1410,72.2,57,18,184,50.8
Antoine Griezmann,"87,093,214",86400000,2020,28,2nd,35,31,"2,549",9,4,55,23,41.8,0,935,81.5,23,20,49,59,52,0,10,9,34,427,31.6,1408,48.6,1491,1121,75.2,38,10,128,44.4
Antonino La Gumina,"5,437,887",5400000,2019,22,18th,22,12,"1,090",2,2,30,2.48,0.07,0,117,80.7,1,2,,20,8,4,3,1,10,233,21,291,51.6,461,200,43.4,35,17,34,25
Antonio Sanabria,"4,512,150",4500000,2017,20,15th,22,16,"1,491",4,2,30.6,2.17,0.11,0,,,3,,,,,,,,,,,,,,,,,32,,
Antonio Sanabria,"6,785,146",6750000,2018,21,6th,17,8,854,8,0,50,2.53,0.33,0,122,77.2,2,2,,11,7,1,3,2,4,164,30.5,262,58.3,377,192,50.9,25,10,23,23.3
Antonio Sanabria,"5,896,936",5850000,2020,23,17th,23,15,"1,324",4,2,46.2,2.65,0.1,0,272,76.2,10,5,,35,25,5,5,3,13,307,26.1,534,73.5,671,402,59.9,30,22,64,41.1
Anwar El Ghazi,"5,414,580",5400000,2017,21,11th,12,7,703,1,0,19,4,21.1,0.05,,,14,,,,,,,,,,,,,,,,,12,,
Anwar El Ghazi,"4,523,430",4500000,2018,22,17th,27,19,"1,648",4,4,62,30,48.4,0.06,434,68.5,106,24,,50,27,4,6,4,21,190,26.3,853,50.9,823,618,75.1,41,17,75,41.2
Anwar El Ghazi,"6,797,359",6750000,2019,23,5th,31,25,"2,163",5,6,50,19,38,0.06,402,65.4,106,9,,57,38,6,6,4,17,350,21.1,843,62.5,912,606,66.4,37,20,122,37.3
Aritz Aduriz,"2,707,290",2700000,2017,35,7th,32,27,"2,417",16,5,85,48,56.5,5,,,23,,,,,,,,,,,,,,,,,38,,
Aritz Aduriz,"904,686",900000,2018,36,16th,33,21,"2,155",9,3,54,25,46.3,3,329,64.6,20,10,27,31,18,3,2,2,10,348,27.3,731,65.7,1077,561,52.1,43,40,72,58.3
Aritz Aduriz,"906,315",900000,2019,37,8th,20,10,943,2,0,14,7,50,2,149,62.9,6,10,7,15,13,0,1,1,5,121,22.3,326,58.3,477,262,54.9,28,28,25,46.3
Aritz Aduriz,"725,777",720000,2020,38,11th,14,0,208,1,0,6,3,50,0,33,57.9,0,0,1,2,1,1,0,0,1,16,25,82,100,117,64,54.7,4,7,7,76.9
Arkadiusz Milik,"17,146,170",17100000,2017,22,3rd,17,4,559,5,1,54.5,3.54,0.23,0,,,5,,,,,,,,,,,,,,,,,12,,
Arkadiusz Milik,"18,093,722",18000000,2018,23,2nd,15,3,448,5,1,58.3,4.82,0.21,0,110,78,2,4,,14,13,0,1,1,3,102,22.5,217,33.3,255,184,72.2,14,7,13,16.7
Arkadiusz Milik,"36,252,580",36000000,2019,24,2nd,35,27,"2,396",17,3,44.6,4.21,0.15,0,502,82.7,5,8,,65,52,2,6,4,16,520,21.3,875,53.8,1274,698,54.8,47,43,76,39.6
Arkadiusz Milik,"29,031,071",28800000,2020,25,7th,26,19,"1,747",11,0,40.3,3.45,0.16,0,388,82.9,2,7,,47,36,3,6,4,16,289,25.3,663,62.5,824,517,62.7,39,25,59,50.7
Arnaud Lusamba,"1,804,860",1800000,2017,19,3rd,6,3,253,0,0,2,0,0,0,,,1,,,,,,,,,,,,,,,,,3,,
Arnaud Lusamba,"1,809,372",1800000,2018,20,8th,4,1,162,0,0,0,0,,0,72,83.7,0,5,2,6,4,0,0,0,11,67,22.4,123,87.5,96,86,89.6,6,2,13,
Arnaud Lusamba,"2,718,944",2700000,2019,21,15th,25,24,"2,114",0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,
Arnaud Lusamba,"2,177,330",2160000,2020,22,6th,15,11,982,1,2,5,3,60,0,383,85.5,12,10,3,28,20,0,5,5,24,282,28.7,559,67.7,487,407,83.6,22,10,68,29.4
Ashley Barnes,"7,237,489",7200000,2018,27,7th,36,21,"2,165",9,0,63,25,39.7,0.14,306,60.1,16,15,,48,33,4,5,5,12,468,26.3,827,61.5,1100,578,52.5,75,53,107,30.5
Ashley Barnes,"9,063,145",9000000,2019,28,15th,37,26,"2,388",12,2,61,27,44.3,0.16,346,61.9,6,10,,43,28,0,5,3,26,727,23.1,913,57.9,1432,631,44.1,96,53,134,28.9
Ashley Barnes,"7,257,768",7200000,2020,29,10th,19,17,"1,352",6,0,39,11,28.2,0.13,155,61.3,5,9,,19,12,1,1,0,6,275,22.9,435,64.7,706,298,42.2,41,35,65,32.8
Ayoze Pérez,"9,046,861",9000000,2018,24,10th,36,28,"2,492",8,5,60,21,35,0.13,498,69.1,21,24,,75,55,6,9,5,30,498,24.1,1159,53.4,1155,763,66.1,85,36,185,27.7
Ayoze Pérez,"27,189,435",27000000,2019,25,13th,37,34,"2,917",12,2,53,26,49.1,0.23,609,75,22,20,,87,63,10,6,6,52,932,19.7,1300,64.3,1374,834,60.7,83,46,221,22.2
Ayoze Pérez,"21,773,304",21600000,2020,26,5th,33,26,"2,004",8,4,46,20,43.5,0.15,616,79.7,29,13,,69,53,7,11,8,51,575,30.3,1107,64.7,1122,804,71.7,48,30,138,34.3
Bassem Srarfi,"1,253,375",1250000,2017,19,3rd,5,0,41,0,0,4,2,50,0,,,1,,,,,,,,,,,,,,,,,0,,
Bassem Srarfi,"3,015,620",3000000,2018,20,8th,26,10,870,3,1,26,7,26.9,0,303,81.5,17,7,14,30,17,6,3,1,15,117,22.2,534,60.4,479,403,84.1,21,13,57,50
Bassem Srarfi,"2,517,540",2500000,2019,21,7th,22,8,817,1,0,13,3,23.1,0,262,78.9,20,8,17,20,12,2,0,0,20,169,26.6,452,69.7,410,329,80.2,19,14,61,33.3
Ben Zolinski,"815,683",810000,2019,26,2nd,32,20,"1,649",5,4,48.6,2.02,0.14,0,,,19,,,,,,,,,,,,,,,,,36,,
Ben Zolinski,"658,239",653000,2020,27,18th,28,14,"1,210",3,2,36.8,1.41,0.16,0,274,75.5,5,9,,25,22,1,2,2,16,380,20,514,47.4,576,365,63.4,33,26,77,35.1
Benjamin André,"3,609,720",3600000,2017,25,9th,36,36,"3,215",0,3,25,5,20,0,,,18,,,,,,,,,,,,,,,,,58,,
Benjamin André,"9,046,861",9000000,2018,26,5th,34,34,"3,012",3,2,32,9,28.1,0,1453,77.9,21,44,44,66,61,2,6,6,69,620,28.9,2309,70,1719,1446,84.1,47,67,448,47.9
Benjamin André,"9,063,145",9000000,2019,27,10th,30,28,"2,495",3,1,32,9,28.1,0,1182,79.9,12,39,33,56,44,2,5,4,92,715,28.8,1855,64.3,1377,1205,87.5,35,59,338,63.7
Benjamin André,"7,257,768",7200000,2020,28,4th,26,23,"2,054",2,1,16,3,18.8,0,981,79.2,11,31,32,39,34,3,4,4,83,593,32,1515,85.2,1007,927,92.1,17,55,323,58.8
Benjamin Goller,"725,052",720000,2019,19,14th,0,0,,,,0,0.62,0,0,58,66.7,4,2,,5,5,0,1,1,9,108,18.5,138,54.2,135,94,69.6,7,4,23,30
Bernard,"16,313,661",16200000,2019,25,8th,34,25,"2,116",1,3,24,5,20.8,0.04,633,73,51,29,,79,63,9,10,6,48,490,25.7,1204,50.6,1059,821,77.5,69,17,199,15.4
Bernard,"14,515,536",14400000,2020,26,12th,27,15,"1,280",3,2,12,4,33.3,0.25,427,74.5,36,15,,48,40,5,5,3,25,271,25.5,763,59.7,688,543,78.9,35,19,116,5.9
Bernard Tekpetey,"2,265,786",2250000,2019,20,2nd,32,23,"2,102",10,4,9.1,2.21,0,0,63,61.2,13,5,,14,9,1,1,1,6,100,31,194,55.6,214,129,60.3,25,14,37,23.1
Bernardo Silva,"36,097,200",36000000,2017,21,1st,37,33,"2,782",8,8,60,21,35,0.13,,,116,,,,,,,,,,,,,,,,,26,,
Bernardo Silva,"54,281,165",54000000,2018,22,1st,35,15,"1,533",6,4,25,14,56,0.24,830,84.3,51,9,,59,54,1,6,5,24,283,31.1,1165,64.1,1055,927,87.9,32,9,117,14.3
Bernardo Silva,"90,631,451",90000000,2019,23,1st,36,31,"2,854",7,7,64,22,34.4,0.11,1513,84.1,71,29,,121,103,8,12,11,58,871,26.3,2141,61.7,1873,1628,86.9,42,31,254,23.3
Bernardo Silva,"72,577,679",72000000,2020,24,2nd,34,23,"2,030",6,7,49,15,30.6,0.12,1262,87,71,15,,94,81,6,12,9,39,408,30.4,1686,67.2,1515,1325,87.5,15,23,183,28.2
Bertrand Traoré,"5,013,500",5000000,2017,20,2nd,24,22,"1,785",9,1,0,31,,0,,,0,,,,,,,,,,,,,,,,,23,,
Bertrand Traoré,"18,093,722",18000000,2018,21,3rd,31,27,"2,285",13,4,85,29,34.1,0,831,80,29,36,23,84,52,13,14,8,25,437,24.9,1433,53.3,1300,1095,84.2,60,25,134,60.9
Bertrand Traoré,"12,084,193",12000000,2019,22,3rd,34,24,"2,117",7,2,66,28,42.4,0,844,80.5,32,32,37,87,59,12,15,11,26,398,27.1,1387,64.4,1396,1105,79.2,55,20,130,37.8
Bertrand Traoré,"9,576,221",9500000,2020,23,7th,23,14,"1,253",1,3,35,11,31.4,0,434,74.7,76,7,16,52,28,6,4,3,27,236,28,816,53.8,709,569,80.3,47,21,87,50
Bilal Benkhedim,"1,208,419",1200000,2019,17,4th,0,0,,,,1,0,0,0,46,71.9,8,3,4,4,4,0,0,0,6,36,38.9,86,33.3,63,51,81,3,2,19,0
Billy Sharp,"904,686",900000,2018,31,10th,34,28,"2,346",13,4,53,26,49.1,0.21,,,21,,,,,,,,,,,,,,,,,41,,
Billy Sharp,"2,265,786",2250000,2019,32,2nd,40,34,"3,013",23,4,73,32,43.8,0.3,,,27,,,,,,,,,,,,,,,,,57,,
Billy Sharp,"1,451,554",1440000,2020,33,9th,25,10,"1,051",3,2,14,5,35.7,0.21,162,73,12,7,,26,18,2,3,2,9,217,25.3,334,65,523,254,48.6,24,20,55,22.8
Bobby Adekanye,"476,795",473000,2020,20,4th,11,0,188,1,0,80,2.39,0.2,0,41,89.1,1,1,,6,3,0,0,0,4,60,16.7,70,100,82,50,61,5,2,10,14.3
Borja Bastón,"7,219,440",7200000,2017,23,15th,18,4,561,1,0,15,4,26.7,0.07,,,6,,,,,,,,,,,,,,,,,4,,
Borja Bastón,"1,809,372",1800000,2018,24,20th,20,8,992,2,0,22,8,36.4,0.05,175,75.8,5,9,,18,9,1,3,1,7,236,22.5,332,11.1,443,242,54.6,24,14,39,52.3
Borja Bastón,"3,625,258",3600000,2019,25,11th,27,18,"1,439",5,1,34,10,29.4,0.15,208,64.8,5,7,,16,13,1,1,1,15,441,15.6,502,35.3,713,353,49.5,52,41,74,34.9
Borja Iglesias,"18,093,722",18000000,2018,24,3rd,39,39,"3,435",22,6,87,35,40.2,3,481,69.5,12,15,49,81,48,10,11,5,27,632,20.3,1130,61.1,1606,790,49.2,108,56,141,39.7
Borja Iglesias,"25,376,806",25200000,2019,25,7th,37,35,"3,075",17,3,35,12,34.3,0,239,74.7,7,3,16,27,24,2,4,3,5,287,19.5,524,47.2,738,365,49.5,67,34,67,45
Brandon,"721,944",720000,2017,21,20th,39,34,"3,064",12,4,0,29,,1,,,0,,,,,,,,,,,,,,,,,43,,
Brandon,"904,686",900000,2018,22,5th,11,3,358,1,0,6,4,66.7,0,86,72.9,11,2,10,11,9,0,0,0,9,82,32.9,170,25,168,114,67.9,3,11,27,25
Brandon,"1,359,472",1350000,2019,23,1st,36,23,"2,091",5,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
Brandon Borrello,"315,851",315000,2017,21,3rd,23,15,"1,409",4,0,42.9,2.24,0.11,0,,,54,,,,,,,,,,,,,,,,,30,,
Brandon Borrello,"723,749",720000,2018,22,18th,19,16,"1,380",3,4,33.3,1.37,0.14,0,,,56,,,,,,,,,,,,,,,,,26,,
Brandon Borrello,"1,087,577",1080000,2019,23,13th,0,0,,,,16.7,1.81,0,0,59,77.6,4,1,,3,2,1,0,0,9,88,18.2,149,40,133,96,72.2,18,3,28,30.8
Breel Embolo,"16,243,740",16200000,2017,19,10th,7,4,341,2,0,50,2.11,0.25,0,,,6,,,,,,,,,,,,,,,,,7,,
Breel Embolo,"13,570,291",13500000,2018,20,2nd,21,9,919,3,0,61.1,1.76,0.17,0,160,75.5,7,8,,24,8,6,5,1,19,264,28.4,402,45.3,479,285,59.5,40,42,58,20.8
Breel Embolo,"14,501,032",14400000,2019,21,14th,20,15,"1,345",5,1,48.1,1.81,0.19,0,188,67.1,6,4,,40,25,4,7,2,20,257,25.7,504,42,650,369,56.8,59,30,66,31.1
Breel Embolo,"14,515,536",14400000,2020,22,4th,28,17,"1,550",8,5,40.9,2.55,0.18,0,294,75.4,5,15,,56,35,5,11,7,23,394,24.1,701,43.4,828,522,63,58,42,95,30
Bryan,"9,063,145",9000000,2019,17,6th,11,0,167,1,1,4,1,25,0,54,66.7,9,1,6,4,3,1,2,1,6,48,22.9,123,52.9,121,96,79.3,2,3,12,25
Bryan Soumaré,"658,239",653000,2020,20,16th,12,4,384,0,0,6,4,66.7,0,99,67.3,17,6,6,11,6,2,0,0,10,77,32.5,198,68.8,166,125,75.3,9,4,35,36.4
Callum Hudson-Odoi,"31,721,008",31500000,2019,17,3rd,10,4,393,0,1,6,3,50,0,192,81.4,22,8,,15,14,0,1,1,8,82,28,287,61.1,293,239,81.6,15,1,22,0
Callum Robinson,"1,353,645",1350000,2017,21,11th,42,34,"2,964",10,4,94,30,31.9,0.09,,,128,,,,,,,,,,,,,,,,,14,,
Callum Robinson,"1,809,372",1800000,2018,22,7th,41,30,"2,563",8,7,78,30,38.5,0.13,,,115,,,,,,,,,,,,,,,,,11,,
Callum Robinson,"6,344,202",6300000,2019,23,14th,27,24,"2,037",10,3,13,3,23.1,0.08,117,75.5,15,3,,11,9,0,2,1,4,178,28.1,230,46.7,366,165,45.1,14,11,32,12.5
Callum Robinson,"4,989,715",4950000,2020,24,9th,16,9,676,1,1,41,15,36.6,0.07,,,35,,,,,,,,,,,,,,,,,2,,
Callum Wilson,"9,024,300",9000000,2017,24,9th,20,16,"1,423",6,0,31,12,38.7,0.1,,,10,,,,,,,,,,,,,,,,,29,,
Callum Wilson,"9,046,861",9000000,2018,25,12th,28,23,"1,981",8,2,51,20,39.2,0.16,298,69.5,15,16,,43,33,3,7,5,11,418,26.3,693,58.1,920,493,53.6,60,37,88,22.8
Callum Wilson,"27,189,435",27000000,2019,26,14th,30,29,"2,528",14,9,63,27,42.9,0.21,319,70,20,15,,64,46,5,19,12,11,613,23.8,765,51.2,1159,580,50,88,42,100,29.5
Callum Wilson,"18,144,420",18000000,2020,27,18th,35,32,"2,908",8,1,54,22,40.7,0.15,345,64.5,21,11,,58,43,3,7,2,15,771,26.8,879,50,1391,640,46,103,55,125,26.4
Carles Pérez,"1,357,029",1350000,2018,19,20th,27,13,"1,365",3,2,,0,,0,,,0,,,,,,,,,,,,,,,,,15,,
Carles Pérez,"9,063,145",9000000,2019,20,1st,1,0,18,0,0,0,5,0,0,6,85.7,0,0,,0,0,0,0,0,0,4,0,10,100,9,8,88.9,0,0,0,
Carles Pérez,"8,164,989",8100000,2020,21,5th,24,10,1042,2,5,38.1,3.34,0.05,0,418,84.5,24,17,,41,26,4,11,8,18,187,57,668,56.5,632,513,80.2,26,18,68,10
Carlos Bacca,"9,046,861",9000000,2018,30,5th,35,30,"2,477",15,5,73,36,49.3,1,380,72,11,20,17,72,47,19,15,8,6,353,20.4,751,72.5,1005,582,57.9,39,24,74,28.9
Carlos Bacca,"4,531,573",4500000,2019,31,14th,33,12,"1,270",6,1,30,14,46.7,1,192,70.1,6,18,11,40,31,5,4,1,6,176,15.9,404,47.6,545,298,54.7,31,19,55,48.4
Carlos Bacca,"2,177,330",2160000,2020,32,5th,19,7,688,2,1,17,6,35.3,0,101,75.9,3,1,6,12,7,3,2,1,3,82,25.6,205,54.5,267,149,55.8,16,8,26,36.8
Casimir Ninga,"4,512,150",4500000,2017,23,15th,9,6,514,5,2,18,8,44.4,0,,,21,,,,,,,,,,,,,,,,,14,,
Casimir Ninga,"6,785,146",6750000,2018,24,10th,29,13,"1,286",1,0,35,10,28.6,0,196,69,21,10,18,36,28,3,3,3,7,260,24.6,477,41.9,582,337,57.9,49,29,65,19
Casimir Ninga,"9,063,145",9000000,2019,25,19th,33,28,"2,468",6,3,52,17,32.7,1,422,73.5,52,11,23,49,32,9,3,3,47,589,23.3,1056,42.1,1154,698,60.5,107,64,189,30
Casimir Ninga,"7,257,768",7200000,2020,26,13th,1,1,90,0,0,3,1,33.3,0,,,2,,,,,,,,,,,,,,,,,1,,
Cauly Oliveira Souza,"904,686",900000,2018,21,7th,27,22,"1,888",6,2,29.1,2.62,0.11,0,,,21,,,,,,,,,,,,,,,,,17,,
Cauly Oliveira Souza,"1,359,472",1350000,2019,22,18th,28,24,"1,978",4,3,41.7,2.18,0.08,0,,,27,,,,,,,,,,,,,,,,,21,,
Cengiz Ünder,"6,768,225",6750000,2017,19,2nd,32,31,"2,495",7,5,39.3,2.02,0.13,0,,,113,,,,,,,,,,,,,,,,,26,,
Cengiz Ünder,"24,426,524",24300000,2018,20,3rd,26,15,"1,249",7,2,34.7,3.53,0.14,0,302,67.6,59,12,,44,28,2,4,2,10,199,26.6,636,45.9,631,460,72.9,29,2,98,28.6
Cengiz Ünder,"31,721,008",31500000,2019,21,6th,26,17,"1,375",3,7,28.6,2.75,0.07,0,417,72.6,61,17,,67,46,7,11,8,7,230,20,765,50.9,793,608,76.7,40,9,79,50
Cengiz Ünder,"21,773,304",21600000,2020,22,5th,18,10,873,3,0,34.6,2.68,0.12,0,241,70.5,46,5,,47,29,12,2,0,12,126,27,466,78,449,348,77.5,20,5,54,55.6
Charles,"5,414,580",5400000,2017,32,11th,21,11,"1,145",3,1,38,15,39.5,0,,,2,,,,,,,,,,,,,,,,,16,,
Charles,"4,975,773",4950000,2018,33,9th,30,18,"1,578",8,1,49,15,30.6,0,286,68.9,8,15,17,37,29,0,5,3,7,354,29.1,580,66.7,755,411,54.4,29,42,79,47.1
Charles,"4,078,415",4050000,2019,34,12th,34,17,"1,739",14,1,59,24,40.7,6,386,68.8,12,13,25,34,26,0,4,2,11,296,31.4,767,41.7,1080,538,49.8,42,39,118,49.5
Charles,"3,175,273",3150000,2020,35,14th,30,13,"1,301",6,0,23,9,39.1,1,237,68.5,2,7,13,24,17,1,2,1,13,228,22.8,475,66.7,670,326,48.7,34,41,67,36.4
Charles Aránguiz,"9,024,300",9000000,2017,27,12th,26,22,"1,815",2,2,27.8,0.89,0.06,1,,,15,,,,,,,,,,,,,,,,,36,,
Charles Aránguiz,"13,570,291",13500000,2018,28,5th,27,27,"2,302",1,3,14.7,1.33,0.03,0,1485,85.8,23,31,,56,49,0,5,4,70,603,33.8,2069,69.7,1501,1408,93.8,27,42,340,46
Charles Aránguiz,"13,594,718",13500000,2019,29,4th,24,22,"1,891",2,7,22.7,1.05,0.09,0,1449,88,24,24,,59,54,0,9,9,47,453,33.1,1884,70,1516,1403,92.5,30,28,279,48
Charles Aránguiz,"10,886,652",10800000,2020,30,5th,27,23,"2,118",1,3,13.3,0.64,0.07,0,1397,85.9,13,29,,42,38,0,5,4,55,529,37.2,1868,59.1,1451,1350,93,19,15,303,33.3
Che Adams,"10,886,652",10800000,2020,23,11th,30,12,"1,111",4,2,37,9,24.3,0.11,184,69.4,14,8,,24,15,3,5,2,8,231,25.1,441,55.6,657,315,47.9,44,17,73,25.2
Cheick Timite,"1,812,629",1800000,2019,20,15th,27,15,"1,456",1,1,34,9,26.5,0,265,75.3,24,6,14,26,20,2,2,1,24,354,23.2,595,55.9,696,402,57.8,52,43,93,28.6
Chris Wood,"16,284,349",16200000,2018,25,7th,24,20,"1,624",10,1,39,25,64.1,0.26,242,60.7,5,14,,25,19,2,4,2,7,294,26.9,594,50,865,461,53.3,58,18,54,45.5
Chris Wood,"16,313,661",16200000,2019,26,15th,38,29,"2,588",10,2,58,23,39.7,0.17,406,66.1,13,12,,37,26,1,7,4,10,548,22.4,937,60.9,1548,725,46.8,106,28,106,45.6
Chris Wood,"13,154,704",13050000,2020,27,10th,32,29,"2,437",14,1,64,28,43.8,0.2,312,64.6,8,13,,49,32,5,3,3,9,408,22.5,763,45,1314,581,44.2,85,34,88,37.5
Christian Atsu,"5,428,116",5400000,2018,25,10th,28,19,"1,784",2,2,35,13,37.1,0.06,363,70.5,57,16,,47,36,5,5,3,17,297,24.9,789,37.7,669,493,73.7,32,10,150,11.8
Christian Atsu,"5,437,887",5400000,2019,26,13th,28,15,"1,493",1,0,28,14,50,0.04,335,73.8,42,9,,29,24,0,4,3,27,409,22.7,659,52.5,691,448,64.8,32,14,127,11.3
Christian Atsu,"4,354,661",4320000,2020,27,13th,19,6,749,0,3,5,1,20,0,163,78.4,17,4,,22,17,2,3,2,12,243,19.3,332,47.5,321,215,67,21,11,50,36.8
Christian Clemens,"1,588,227",1580000,2018,25,18th,14,6,646,1,0,23.5,2.37,0.06,0,157,66.2,38,8,,19,14,0,3,2,10,171,24.6,321,29.4,255,197,77.3,12,13,58,26.3
Christian Clemens,"1,591,085",1580000,2019,26,1st,20,18,"1,390",2,3,30.3,2.14,0.06,0,,,89,,,,,,,,,,,,,,,,,16,,
Christian Clemens,"1,270,109",1260000,2020,27,14th,1,0,16,0,0,,0,,0,0,0,1,1,,0,0,0,0,0,1,1,100,5,,2,1,50,0,0,1,
Christian Eriksen,"36,097,200",36000000,2017,24,2nd,36,36,"3,157",8,15,133,45,33.8,0.06,,,246,,,,,,,,,,,,,,,,,20,,
Christian Eriksen,"72,374,886",72000000,2018,25,3rd,37,37,"3,218",10,10,96,40,41.7,0.1,1865,76.4,220,56,,175,128,3,16,10,37,604,27.8,2837,43.3,2345,2043,87.1,69,14,334,38.1
Christian Eriksen,"90,631,451",90000000,2019,26,4th,35,30,"2,774",8,12,84,31,36.9,0.1,1540,77.6,117,42,,126,82,5,14,11,41,673,28.1,2294,56.8,1978,1692,85.5,47,17,297,16.7
